,LGA Name,Facility ID,Facility Name
432,Bayside City Council,BAYSID12346,R.G. Chisholm Reserve
433,Bayside City Council,BAYSID12342,Shipston Reserve
434,Bayside City Council,BAYSID12325,Whyte Street Reserve
435,Bayside City Council,BAYSID12349,WL Simpson Reserve
436,Bayside City Council,BAYSID12334,Brighton Croquet Club
437,Bayside City Council,BAYSID12332,Sandringham Tennis/Croquet Club
438,Bayside City Council,BAYSID12387,Warleigh Croquet Club
439,Bayside City Council,BAYSID5559,Body Focus Personal Training
440,Bayside City Council,BAYSID12326,Bustamove Health & Fitness
441,Bayside City Council,BAYSID12347,Contours Beaumaris
442,Bayside City Council,BAYSID12366,Contours Brighton
443,Bayside City Council,BAYSID12365,CoreWorks
444,Bayside City Council,BAYSID12329,Crossfit Sandringham
445,Bayside City Council,BAYSID12355,Curves Hampton
446,Bayside City Council,BAYSID12327,F45
447,Bayside City Council,BAYSID12370,Fernwood Southland
448,Bayside City Council,BAYSID12368,Fit 4 Living
449,Bayside City Council,BAYSID12340,Fit To Go
450,Bayside City Council,BAYSID12328,Fitness First Bayside
451,Bayside City Council,BAYSID12369,Fitness First Brighton
452,Bayside City Council,BAYSID12380,Gecko Kids Fitness
453,Bayside City Council,BAYSID12354,Hampton Ladies Health Club
454,Bayside City Council,BAYSID12335,Harpers Fitness
455,Bayside City Council,BAYSID12378,Higher Level Training
456,Bayside City Council,BAYSID12382,Middle Brighton Gymnasium
457,Bayside City Council,BAYSID12371,One Fitness
458,Bayside City Council,BAYSID12336,Push it Fitness & Health
459,Bayside City Council,BAYSID12386,Re-Creation Health Club
460,Bayside City Council,BAYSID12377,Re-Creation Health Club
461,Bayside City Council,BAYSID12393,Red Team Health & Fitness
462,Bayside City Council,BAYSID12360,Strides Ahead
463,Bayside City Council,BAYSID5403,Brighton Golf Course
464,Bayside City Council,BAYSID12344,Brighton Public Golf Course
465,Bayside City Council,BAYSID12389,Cheltenham Golf Club
466,Bayside City Council,BAYSID5407,Elsternwick Golf Course
467,Bayside City Council,BAYSID12394,Elsternwick Public Golf Course
468,Bayside City Council,BAYSID12338,Royal Melbourne Golf Club
469,Bayside City Council,BAYSID12339,Sandringham Golf Links
470,Bayside City Council,BAYSID12390,Victoria Golf Club
471,Bayside City Council,BAYSID11453,Brighton Recreation Centre
472,Bayside City Council,BAYSID5413,Boss James Reserve
473,Bayside City Council,BAYSID11289,Brighton Secondary College
474,Bayside City Council,BAYSID4267,Black Rock Bowling Club
475,Bayside City Council,BAYSID5410,Brighton Beach Lawn Bowls Club
476,Bayside City Council,BAYSID12373,Brighton Bowls Club
477,Bayside City Council,BAYSID12367,F L Yott Reserve
478,Bayside City Council,BAYSID12350,Hampton Bowls Club
479,Bayside City Council,BAYSID12356,Hampton R.S.L Bowling Club
480,Bayside City Council,BAYSID5406,Hardie St Lawn Bowls Club
481,Bayside City Council,BAYSID12353,Highett Bowls Club
482,Bayside City Council,BAYSID5399,Lyle Anderson Reserve
483,Bayside City Council,BAYSID4268,Sandringham Bowls Club
484,Bayside City Council,BAYSID11219,Beaumaris Motor Yacht Squadron
485,Bayside City Council,BAYSID11220,Beaumaris Yacht Club
486,Bayside City Council,BAYSID11221,Black Rock Yacht Club
487,Bayside City Council,BAYSID11222,Hampton Sailing Club
488,Bayside City Council,BAYSID11223,Royal Brighton Yacht Club
489,Bayside City Council,BAYSID11224,Sandringham Yacht Club
490,Bayside City Council,BAYSID12379,Royal Avenue Reserve
491,Bayside City Council,BAYSID11240,Beaumaris Life Saving Club
492,Bayside City Council,BAYSID11241,Black Rock Life Saving Club
493,Bayside City Council,BAYSID11242,Brighton  Life Saving Club
494,Bayside City Council,BAYSID11244,Half Moon Bay Surf Life Saving Club
495,Bayside City Council,BAYSID11245,Hampton Life Saving Club
496,Bayside City Council,BAYSID11248,Sandringham Life Saving Club
497,Bayside City Council,BAYSID5408,Hampton Tennis Club
498,Bayside City Council,BAYSID12341,Beaumoris Tennis Club
499,Bayside City Council,BAYSID12348,F.G. Tricks Reserve
500,Bayside City Council,BAYSID12383,St Stevens Tennis Club
501,Benalla Rural City Council,BENALL11073,Benalla Aquatic Centre
502,Benalla Rural City Council,BENALL11079,Churchill Reserve
503,Benalla Rural City Council,BENALL11078,Benalla Showgrounds
504,Benalla Rural City Council,BENALL11082,Goorambat Recreation Reserve
505,Benalla Rural City Council,BENALL11083,Heaney Oval
506,Benalla Rural City Council,BENALL11087,Tatong Recreation Reserve
507,Benalla Rural City Council,BENALL11088,United Friendlies Society Reserve 
508,Benalla Rural City Council,BENALL11084,Benalla Sports and Equestrian Reserve
509,Benalla Rural City Council,BENALL11075,Benalla Gardens Oval
510,Benalla Rural City Council,BENALL11080,Devenish Recreation Reserve
511,Benalla Rural City Council,BENALL11076,Benalla Golf Club
512,Benalla Rural City Council,BENALL11081,Golden Vale Golf Club
513,Benalla Rural City Council,BENALL11446,Benalla Gymnastics Club
514,Benalla Rural City Council,BENALL11074,Benalla Bowls Club
515,Benalla Rural City Council,BENALL11416,Moira Benalla Bowls Club
516,Benalla Rural City Council,BENALL11085,Swanpool Bowling Club
517,Benalla Rural City Council,BENALL11282,Winton Motor Raceway Motocycle Club
518,Benalla Rural City Council,BENALL11077,Benalla Lawn Tennis Club
519,Benalla Rural City Council,BENALL11086,Swanpool Tennis Club
520,Benalla Rural City Council,BENALL11089,Warrenbayne Tennis Courts
521,Bendigo City Council,GREATE8640,Bendigo Bowling Club
522,Bendigo City Council,GREATE8671,Garden Gully Recreation Reserve
523,Bendigo City Council,GREATE8688,Latrobe Univeristy Bendigo Athletics Track
524,Bendigo City Council,GREATE8629,Allingham Street Reserve
525,Bendigo City Council,GREATE8631,Atkins Street Oval
526,Bendigo City Council,GREATE8634,Backhaus Oval
527,Bendigo City Council,GREATE8635,Barrack Reserve
528,Bendigo City Council,GREATE8637,Bendigo and District Family Equestrian Malone Park
529,Bendigo City Council,GREATE8652,California Gully Recreation Reserve
530,Bendigo City Council,GREATE8653,Canterbury Park
531,Bendigo City Council,GREATE8657,Dower Park
532,Bendigo City Council,GREATE8663,Elmore Recreation Reserve
533,Bendigo City Council,GREATE8666,Ewing Park
534,Bendigo City Council,GREATE8673,Golden Square Oval
535,Bendigo City Council,GREATE8686,Ken Wust Oval
536,Bendigo City Council,GREATE8687,Kennington Recreation Reserve (Harry Trott)
537,Bendigo City Council,GREATE8691,Long Gully Reserve
538,Bendigo City Council,GREATE8694,Maiden Gully Recreation Reserve
539,Bendigo City Council,GREATE8696,Malone Park
540,Bendigo City Council,GREATE8707,Queen Elizabeth Oval
541,Bendigo City Council,GREATE8709,Raywood Oval
542,Bendigo City Council,BENDIG5483,Sebastian Recreation Reserve
543,Bendigo City Council,GREATE8721,Strauch Reserve
544,Bendigo City Council,GREATE8722,Tannery Lane Complex
545,Bendigo City Council,GREATE8723,Tom Flood Sports Centre
546,Bendigo City Council,GREATE8725,Weeroona Oval
547,Bendigo City Council,GREATE8727,White Hills Reserve
548,Bendigo City Council,GREATE8730,Woodvale Recreation Reserve
549,Bendigo City Council,BENDIG11305,Eaglehawk Badminton & Table Tennis Centre
550,Bendigo City Council,GREATE8665,Evolution Sports & Fitness Centre
551,Bendigo City Council,GREATE8628,Albert Roy Reserve
552,Bendigo City Council,GREATE8654,Strathfieldsaye Sporting Complex (Club Court)
553,Bendigo City Council,GREATE8714,Bendigo Stadium
554,Bendigo City Council,GREATE8702,Mundy Street Stadium
555,Bendigo City Council,GREATE8705,Peter Krenz Leisure Centre YMCA
556,Bendigo City Council,GREATE8695,Major League Indoor Sports
557,Bendigo City Council,GREATE8633,Axedale Skate Park
558,Bendigo City Council,BENDIG5441,Bendigo BMX Club
559,Bendigo City Council,GREATE8648,Bendigo Skate Park
560,Bendigo City Council,GREATE8680,Heathcote Skate Park
561,Bendigo City Council,GREATE8656,Dohertys Gym Benidgo
562,Bendigo City Council,BENDIG5475,Bagshot Recreation Reserve
563,Bendigo City Council,GREATE8670,Finn Street Recreation Reserve
564,Bendigo City Council,GREATE8675,Goornong Recreation Reserve
565,Bendigo City Council,BENDIG5480,Happy Jack Reserve
566,Bendigo City Council,GREATE8679,Heathcote Showgrounds
567,Bendigo City Council,GREATE8684,Kangaroo Flat Leisure Centre
568,Bendigo City Council,GREATE8693,Longlea Recreation Reserve
569,Bendigo City Council,GREATE8697,Mandurang South Recreation Reserve
570,Bendigo City Council,GREATE8701,Mia Mia Recreation Reserve
571,Bendigo City Council,GREATE8711,Redesdale Recreation Reserve
572,Bendigo City Council,GREATE8716,Spring Gully Cricket Ground
573,Bendigo City Council,GREATE8719,Strathdale Park
574,Bendigo City Council,BENDIG5472,Bendigo Croquet Club
575,Bendigo City Council,BENDIG5478,Eaglehawk Croquet Club
576,Bendigo City Council,GREATE8672,Golden Square Bowling and Croquet Club
577,Bendigo City Council,BENDIG5465,Quarry Hill Croquet Club
578,Bendigo City Council,BENDIG5338,Emu Creek Circuit
579,Bendigo City Council,BENDIG5438,Koolamurt Scout Camp
580,Bendigo City Council,BENDIG5337,Mayfair Park
581,Bendigo City Council,BENDIG5464,Don Street Club
582,Bendigo City Council,BENDIG11331,Bendigo Club Grounds
583,Bendigo City Council,BENDIG5476,Bendigo Pony Club
584,Bendigo City Council,BENDIG5485,Huntly Spring Gully Pony Club
585,Bendigo City Council,BENDIG11334,Huntly-Spring Gully Club Grounds
586,Bendigo City Council,BENDIG11335,Neangar Park Club Grounds
587,Bendigo City Council,GREATE8630,ASM Fitness
588,Bendigo City Council,GREATE8650,Body Renovations
589,Bendigo City Council,GREATE8655,Contours Benidgo
590,Bendigo City Council,GREATE8667,Feelgood Fitness Golden Square
591,Bendigo City Council,GREATE8668,Feelgood Fitness Strathdale
592,Bendigo City Council,GREATE8669,Fernwood Bendigo
593,Bendigo City Council,GREATE8689,Lifestyle Fitness
594,Bendigo City Council,GREATE8712,Rockhard Training / Kettlebells
595,Bendigo City Council,GREATE8632,Axedale Golf Club
596,Bendigo City Council,GREATE8636,Belvoir Park Golf Club
597,Bendigo City Council,GREATE8645,Bendigo Golf Course
598,Bendigo City Council,GREATE8659,Eaglehawk Golf Course
599,Bendigo City Council,GREATE8661,Elmore Golf Club
600,Bendigo City Council,GREATE8678,Heathcote Golf Course
601,Bendigo City Council,GREATE8699,Marong Golf Course
602,Bendigo City Council,GREATE8703,Neangar Park Golf Course
603,Bendigo City Council,GREATE8706,Quarry Hill Golf Course
604,Bendigo City Council,GREATE8708,Raywood Golf Club
605,Bendigo City Council,BENDIG11471,Jets Gymnastics Bendigo
606,Bendigo City Council,GREATE8642,Bendigo East Bowling Club
607,Bendigo City Council,GREATE8644,Bendigo Golf Bowling Club
608,Bendigo City Council,GREATE8649,Bendigo VRI Bowling Club
609,Bendigo City Council,GREATE8658,Eaglehawk Bowling Club
610,Bendigo City Council,GREATE8660,Elmore Bowls Club
611,Bendigo City Council,GREATE8677,Heathcote Bowling Club
612,Bendigo City Council,GREATE8683,Kangaroo Flat Bowling Club
613,Bendigo City Council,GREATE8690,Lockwood South Bowling Club
614,Bendigo City Council,GREATE8698,Marong Bowling Club
615,Bendigo City Council,GREATE8704,North Bendigo Bowling Club
616,Bendigo City Council,GREATE8715,South Bendigo Bowling Club
617,Bendigo City Council,GREATE8720,Strathfieldsaye Bowling Club
618,Bendigo City Council,GREATE8726,White Hills Bowls Club
619,Bendigo City Council,GREATE8729,Woodbury Bowling Club
620,Bendigo City Council,GREATE8627,Aikido Bendigo
621,Bendigo City Council,BENDIG11264,Bendigo Motocycle Club
622,Bendigo City Council,GREATE8713,Bendigo Stadium Outdoor Netball Courts
623,Bendigo City Council,GREATE8646,Bendigo Indoor Sports & Leisure Centre
624,Bendigo City Council,BENDIG5473,Lake Weeroona Park
625,Bendigo City Council,BENDIG11228,Bendigo Yacht Club
626,Bendigo City Council,BENDIG11177,Bendigo Pistol Club
627,Bendigo City Council,BENDIG5468,McKern Skate Park
628,Bendigo City Council,GREATE8717,Stanley Avenue Soccer Fields
629,Bendigo City Council,GREATE8724,Truscott Reserve
630,Bendigo City Council,GREATE8638,Bendigo Aquatic Centre
631,Bendigo City Council,GREATE8643,Bendigo East Swimming Pool
632,Bendigo City Council,GREATE8651,Brennan Park Swimming Pool
633,Bendigo City Council,GREATE8664,Elmore Swimming Pool
634,Bendigo City Council,GREATE8674,Golden Square Swimming Pool
635,Bendigo City Council,GREATE8676,Goornong Swimming Pool
636,Bendigo City Council,GREATE8681,Heathcote Swimming Pool
637,Bendigo City Council,GREATE8685,Kangaroo Flat Swimming Pool
638,Bendigo City Council,GREATE8692,Long Gully Swimming Pool
639,Bendigo City Council,GREATE8700,Marong Swimming Pool
640,Bendigo City Council,GREATE8710,Raywood Swimming Pool
641,Bendigo City Council,GREATE8728,White Hills Swimming Pool
642,Bendigo City Council,GREATE8639,Bendigo Bank Tennis Complex
643,Bendigo City Council,GREATE8647,Bendigo Lawn Tennis Complex (Kel Pell)
644,Bendigo City Council,BENDIG5474,Big Hill Recreation Reserve
645,Bendigo City Council,GREATE8662,Elmore Lawn Tennis Club
646,Bendigo City Council,GREATE8682,Heathcote Tennis Club
647,Bendigo City Council,BENDIG5481,Kangaroo Flat Tennis Courts
648,Bendigo City Council,BENDIG5471,Knowsley Tennis Courts
649,Bendigo City Council,BENDIG5467,Leichardt Tennis Club
650,Bendigo City Council,BENDIG5463,Lockwood Recreation Reserve
651,Bendigo City Council,BENDIG5470,Lockwood South Tennis Club
652,Bendigo City Council,BENDIG5482,Marong Tennis Courts
653,Bendigo City Council,BENDIG5466,Quarry Hill Reserve
654,Bendigo City Council,BENDIG5484,South Bendigo Progress Hall
655,Bendigo City Council,GREATE8718,Spring Gully Tennis Courts
656,Boroondara City Council,BOROON11003,Auburn Quarry Reserve
657,Boroondara City Council,BOROON11010,Burke Road South Reserve
658,Boroondara City Council,BOROON11074,Club Hawthorn
659,Boroondara City Council,BOROON11001,Ashburton Pool and Recreation Centre
660,Boroondara City Council,BOROON11005,Balwyn Leisure Centre
661,Boroondara City Council,BOROON11007,Body World Hawthorn East
662,Boroondara City Council,BOROON11008,Boroondara Sports Complex
663,Boroondara City Council,BOROON11017,Contours Hawthorn
664,Boroondara City Council,BOROON11024,Fernwood Women's Health Club Camberwell
665,Boroondara City Council,BOROON11027,Goodlife Health Club Camberwell
666,Boroondara City Council,BOROON11030,Goodlife Health Clubs Balwyn
667,Boroondara City Council,BOROON11111,Hawthorn Aquatic and Leisure Centre
668,Boroondara City Council,BOROON11049,Kew Recreation Centre
669,Boroondara City Council,BOROON11067,Vital Habits Personal Training
670,Boroondara City Council,BOROON11072,Your Gym Surrey Hills
671,Boroondara City Council,BOROON11040,Hays Paddock
672,Boroondara City Council,BOROON11063,Stradbroke Park
673,Boroondara City Council,BOROON10998,Anderson Park
674,Boroondara City Council,BOROON11006,Balwyn Park
675,Boroondara City Council,BOROON11013,Burwood Reserve
676,Boroondara City Council,BOROON11015,Camberwell Sports Ground
677,Boroondara City Council,BOROON11016,Canterbury Sports Ground
678,Boroondara City Council,BOROON11023,Ferndale Park
679,Boroondara City Council,BOROON11029,Glenferrie Sportsground
680,Boroondara City Council,BOROON11031,Gordon Barnard Reserve
681,Boroondara City Council,BOROON11034,Greythorn Park
682,Boroondara City Council,BOROON11050,Leigh Park
683,Boroondara City Council,BOROON11051,Lynden Park
684,Boroondara City Council,BOROON11052,Macleay Park
685,Boroondara City Council,BOROON11057,Nettleton Park
686,Boroondara City Council,BOROON11060,Rathmines Road Reserve
687,Boroondara City Council,BOROON11062,Saint James Park
688,Boroondara City Council,BOROON11064,Swinburne Reserve
689,Boroondara City Council,BOROON11065,Victoria Park
690,Boroondara City Council,BOROON11066,Victoria Road Reserve
691,Boroondara City Council,BOROON11069,Watson Park
692,Boroondara City Council,BOROON11073,Myrtle Park
693,Boroondara City Council,BOROON11042,Hill 'n' Dale BMX Park
694,Boroondara City Council,BOROON11045,Junction Skate and BMX Park
695,Boroondara City Council,BOROON11000,Ashburton Park
696,Boroondara City Council,BOROON11018,Cooper Reserve
697,Boroondara City Council,BOROON11019,Deepdene Park
698,Boroondara City Council,BOROON11020,Dorothy Laver Reserve
699,Boroondara City Council,BOROON11021,Eric Raven Reserve
700,Boroondara City Council,BOROON11022,Fairview Park
701,Boroondara City Council,BOROON11037,Hartwell Sports Ground
702,Boroondara City Council,BOROON11041,Highfield Park
703,Boroondara City Council,BOROON11043,Hislop Park
704,Boroondara City Council,BOROON11044,Howard Dawson Reserve
705,Boroondara City Council,BOROON11053,Markham Reserve
706,Boroondara City Council,BOROON11061,Reservoir Reserve
707,Boroondara City Council,BOROON11068,Warner Reserve
708,Boroondara City Council,BOROON11070,Willison Park
709,Boroondara City Council,BOROON11071,Willsmere Reserve
710,Boroondara City Council,BOROON11028,Glenferrie Hill Bowls Club
711,Boroondara City Council,BOROON11036,HA Smith Velodrome
712,Boroondara City Council,BOROON5548,Body World Camberwell
713,Boroondara City Council,BOROON5546,Complete Mind & Body
714,Boroondara City Council,MONASH12004,Curves  Ashburton
715,Boroondara City Council,BOROON5549,Curves Camberwell
716,Boroondara City Council,BOROON11032,Grace Park Tennis
717,Boroondara City Council,BOROON5547,Inspire Fitness for Wellbeing
718,Boroondara City Council,BOROON5550,Tai-Chi with Tibor
719,Boroondara City Council,BOROON11025,Freeway Golf Course
720,Boroondara City Council,BOROON11033,Green Acres Golf Club
721,Boroondara City Council,BOROON11047,Kew Golf Club
722,Boroondara City Council,BOROON11480,MLC Gymnastic Club (Methodist Ladies College)
723,Boroondara City Council,BOROON11481,Ruyton Rhythmic Gymnastic 
724,Boroondara City Council,BOROON11475,Skylark Sports (Bialik College- Gringlas Sports Centre)
725,Boroondara City Council,BOROON11457,Strathcona Rythmic Gymnastic Club (Strathcona Baptist Girls Grammar)
726,Boroondara City Council,BOROON11292,Hawthorn - Malvern Hockey Centre
727,Boroondara City Council,BOROON11054,Matlock Reserve
728,Boroondara City Council,BOROON10999,Ashburton Bowls Club
729,Boroondara City Council,BOROON11002,Auburn Bowls Club
730,Boroondara City Council,BOROON11012,Burwood District Bowls Club
731,Boroondara City Council,BOROON11014,Camberwell Central Bowls Club
732,Boroondara City Council,BOROON11038,Hawthorn Bowling Club
733,Boroondara City Council,BOROON11048,Kew Heights Sports Club
734,Boroondara City Council,BOROON11055,Melbourne Cricket Club Bowls Club
735,Boroondara City Council,BOROON11058,North Balwyn Bowls Club
736,Boroondara City Council,BOROON5640,Hawthorn Rowing Club
